Freq.	V(vip)/I(V2)
1.62181009735889e+08	1.75449426941413e+04,-3.27193749654067e+03
1.65958690743752e+08	1.74717474813237e+04,-3.28961440707743e+03
1.69824365246170e+08	1.73977874404366e+04,-3.30573756048670e+03
1.73780082874933e+08	1.73231298207858e+04,-3.32026601859947e+03
1.77827941003888e+08	1.72478446578074e+04,-3.33316242264752e+03
1.81970085860994e+08	1.71720045286253e+04,-3.34439321825115e+03
1.86208713666282e+08	1.70956842863600e+04,-3.35392886053995e+03
1.90546071796320e+08	1.70189607750924e+04,-3.36174399711451e+03
1.94984459975800e+08	1.69419125276650e+04,-3.36781762676736e+03
1.99526231496883e+08	1.68646194487545e+04,-3.37213323213019e+03
2.04173794466948e+08	1.67871624858685e+04,-3.37467888469610e+03
2.08929613085399e+08	1.67096232911011e+04,-3.37544732097679e+03
2.13796208950218e+08	1.66320838766247e+04,-3.37443598888895e+03
2.18776162394950e+08	1.65546262669877e+04,-3.37164706381586e+03
2.23872113856829e+08	1.64773321513417e+04,-3.36708743415237e+03
2.29086765276772e+08	1.64002825387186e+04,-3.36076865650762e+03
2.34422881531987e+08	1.63235574194343e+04,-3.35270688110236e+03
2.39883291901943e+08	1.62472354356004e+04,-3.34292274825037e+03
2.45470891568497e+08	1.61713935635868e+04,-3.33144125714846e+03
2.51188643150952e+08	1.60961068110985e+04,-3.31829160851238e+03
2.57039578276880e+08	1.60214479313125e+04,-3.30350702287913e+03
2.63026799189532e+08	1.59474871562696e+04,-3.28712453664642e+03
2.69153480392685e+08	1.58742919514396e+04,-3.26918477813319e+03
2.75422870333810e+08	1.58019267930804e+04,-3.24973172611697e+03
2.81838293126438e+08	1.57304529696989e+04,-3.22881245343512e+03
2.88403150312654e+08	1.56599284085981e+04,-3.20647685832375e+03
2.95120922666631e+08	1.55904075281761e+04,-3.18277738621320e+03
3.01995172040194e+08	1.55219411163170e+04,-3.15776874470154e+03
3.09029543251351e+08	1.54545762349093e+04,-3.13150761439070e+03
3.16227766016830e+08	1.53883561502296e+04,-3.10405235819589e+03
3.23593656929620e+08	1.53233202886514e+04,-3.07546273163132e+03
3.31131121482583e+08	1.52595042168901e+04,-3.04579959643789e+03
3.38844156139194e+08	1.51969396457625e+04,-3.01512463975572e+03
3.46736850452523e+08	1.51356544562451e+04,-2.98350010086065e+03
3.54813389233567e+08	1.50756727464411e+04,-2.95098850728391e+03
3.63078054770092e+08	1.50170148979312e+04,-2.91765242192256e+03
3.71535229097163e+08	1.49596976598720e+04,-2.88355420252932e+03
3.80189396320552e+08	1.49037342491291e+04,-2.84875577474906e+03
3.89045144994271e+08	1.48491344646807e+04,-2.81331841964830e+03
3.98107170553487e+08	1.47959048145064e+04,-2.77730257646817e+03
4.07380277804103e+08	1.47440486531786e+04,-2.74076766112303e+03
4.16869383470325e+08	1.46935663283978e+04,-2.70377190076895e+03
4.26579518801582e+08	1.46444553347615e+04,-2.66637218458129e+03
4.36515832240155e+08	1.45967104731192e+04,-2.62862393070950e+03
4.46683592150952e+08	1.45503240139433e+04,-2.59058096922221e+03
4.57088189614864e+08	1.45052858632388e+04,-2.55229544071696e+03
4.67735141287186e+08	1.44615837296143e+04,-2.51381771014704e+03
4.78630092322626e+08	1.44192032912438e+04,-2.47519629531334e+03
4.89778819368434e+08	1.43781283615631e+04,-2.43647780938086e+03
5.01187233627260e+08	1.43383410526563e+04,-2.39770691670800e+03
5.12861383991352e+08	1.42998219354080e+04,-2.35892630122038e+03
5.24807460249759e+08	1.42625501956066e+04,-2.32017664651945e+03
5.37031796370239e+08	1.42265037852988e+04,-2.28149662688775e+03
5.49540873857610e+08	1.41916595688033e+04,-2.24292290833733e+03
5.62341325190335e+08	1.41579934628917e+04,-2.20449015884272e+03
5.75439937337142e+08	1.41254805707466e+04,-2.16623106690556e+03
5.88843655355574e+08	1.40940953093934e+04,-2.12817636761147e+03
6.02559586074342e+08	1.40638115303880e+04,-2.09035487536121e+03
6.16595001861466e+08	1.40346026336214e+04,-2.05279352248568e+03
6.30957344480177e+08	1.40064416741672e+04,-2.01551740298670e+03
6.45654229034639e+08	1.39793014621670e+04,-1.97854982068230e+03
6.60693448007579e+08	1.39531546557973e+04,-1.94191234107475e+03
6.76082975391964e+08	1.39279738474159e+04,-1.90562484630159e+03
6.91830970918918e+08	1.39037316430241e+04,-1.86970559257301e+03
7.07945784384120e+08	1.38804007352186e+04,-1.83417126954299e+03
7.24435960074971e+08	1.38579539698367e+04,-1.79903706110564e+03
7.41310241300898e+08	1.38363644065209e+04,-1.76431670715166e+03
7.58577575029164e+08	1.38156053734528e+04,-1.73002256586268e+03
7.76247116628671e+08	1.37956505165154e+04,-1.69616567616262e+03
7.94328234724261e+08	1.37764738431592e+04,-1.66275581998503e+03
8.12830516164078e+08	1.37580497612497e+04,-1.62980158405359e+03
8.31763771102649e+08	1.37403531131811e+04,-1.59731042090894e+03
8.51138038202354e+08	1.37233592055408e+04,-1.56528870894909e+03
8.70963589956058e+08	1.37070438346052e+04,-1.53374181128260e+03
8.91250938133722e+08	1.36913833079489e+04,-1.50267413322311e+03
9.12010839355886e+08	1.36763544624369e+04,-1.47208917828157e+03
9.33254300796966e+08	1.36619346788687e+04,-1.44198960253738e+03
9.54992586021411e+08	1.36481018935299e+04,-1.41237726729297e+03
9.77237220955785e+08	1.36348346068998e+04,-1.38325328993724e+03
9.99999999999973e+08	1.36221118897532e+04,-1.35461809296222e+03
1.02329299228073e+09	1.36099133868836e+04,-1.32647145109440e+03
1.04712854805087e+09	1.35982193186629e+04,-1.29881253651746e+03
1.07151930523758e+09	1.35870104806430e+04,-1.27163996217652e+03
1.09647819614316e+09	1.35762682413919e+04,-1.24495182316615e+03
1.12201845430193e+09	1.35659745387463e+04,-1.21874573621464e+03
1.14815362149685e+09	1.35561118746511e+04,-1.19301887728615e+03
1.17489755493950e+09	1.35466633087444e+04,-1.16776801733021e+03
1.20226443461738e+09	1.35376124508366e+04,-1.14298955621450e+03
1.23026877081235e+09	1.35289434524224e+04,-1.11867955488253e+03
1.25892541179413e+09	1.35206409973518e+04,-1.09483376578242e+03
1.28824955169310e+09	1.35126902917791e+04,-1.07144766161659e+03
1.31825673855637e+09	1.35050770534982e+04,-1.04851646246511e+03
1.34896288259162e+09	1.34977875007640e+04,-1.02603516133787e+03
1.38038426460285e+09	1.34908083406913e+04,-1.00399854821214e+03
1.41253754462272e+09	1.34841267573149e+04,-9.82401232613132e+02
1.44543977074589e+09	1.34777303993858e+04,-9.61237664795926e+02
1.47910838816817e+09	1.34716073679737e+04,-9.40502155587029e+02
1.51356124843617e+09	1.34657462039374e+04,-9.20188894943833e+02
1.54881661891244e+09	1.34601358753193e+04,-9.00291969289481e+02
1.58489319246107e+09	1.34547657647147e+04,-8.80805377679964e+02
1.62181009735889e+09	1.34496256566606e+04,-8.61723046859248e+02
1.65958690743751e+09	1.34447057250848e+04,-8.43038845256807e+02
1.69824365246170e+09	1.34399965208509e+04,-8.24746595980795e+02
1.73780082874933e+09	1.34354889594292e+04,-8.06840088858361e+02
1.77827941003887e+09	1.34311743087244e+04,-7.89313091573096e+02
1.81970085860993e+09	1.34270441770804e+04,-7.72159359947934e+02
1.86208713666282e+09	1.34230905014855e+04,-7.55372647419929e+02
1.90546071796319e+09	1.34193055359957e+04,-7.38946713751738e+02
1.94984459975799e+09	1.34156818403903e+04,-7.22875333022693e+02
1.99526231496882e+09	1.34122122690739e+04,-7.07152300940694e+02
2.04173794466947e+09	1.34088899602340e+04,-6.91771441514065e+02
2.08929613085398e+09	1.34057083252647e+04,-6.76726613121233e+02
2.13796208950217e+09	1.34026610384616e+04,-6.62011714013757e+02
2.18776162394949e+09	1.33997420269948e+04,-6.47620687286994e+02
2.23872113856828e+09	1.33969454611620e+04,-6.33547525350830e+02
2.29086765276771e+09	1.33942657449270e+04,-6.19786273931251e+02
2.34422881531986e+09	1.33916975067425e+04,-6.06331035631959e+02
2.39883291901942e+09	1.33892355906593e+04,-5.93175973084028e+02
2.45470891568496e+09	1.33868750477214e+04,-5.80315311709597e+02
2.51188643150951e+09	1.33846111276462e+04,-5.67743342124736e+02
2.57039578276879e+09	1.33824392707873e+04,-5.55454422205001e+02
2.63026799189531e+09	1.33803551003789e+04,-5.43442978836108e+02
2.69153480392684e+09	1.33783544150591e+04,-5.31703509370738e+02
2.75422870333809e+09	1.33764331816677e+04,-5.20230582811695e+02
2.81838293126437e+09	1.33745875283178e+04,-5.09018840740273e+02
2.88403150312652e+09	1.33728137377357e+04,-4.98062998007935e+02
2.95120922666630e+09	1.33711082408658e+04,-4.87357843208326e+02
3.01995172040193e+09	1.33694676107376e+04,-4.76898238945887e+02
3.09029543251350e+09	1.33678885565904e+04,-4.66679121916547e+02
3.16227766016829e+09	1.33663679182512e+04,-4.56695502815212e+02
3.23593656929619e+09	1.33649026607628e+04,-4.46942466084156e+02
3.31131121482582e+09	1.33634898692576e+04,-4.37415169515755e+02
3.38844156139193e+09	1.33621267440728e+04,-4.28108843722609e+02
3.46736850452522e+09	1.33608105961040e+04,-4.19018791487467e+02
3.54813389233565e+09	1.33595388423919e+04,-4.10140387005123e+02
3.63078054770091e+09	1.33583090019387e+04,-4.01469075027929e+02
3.71535229097162e+09	1.33571186917515e+04,-3.93000369926270e+02
3.80189396320550e+09	1.33559656231055e+04,-3.84729854675426e+02
3.89045144994269e+09	1.33548475980263e+04,-3.76653179779394e+02
3.98107170553486e+09	1.33537625059853e+04,-3.68766062142704e+02
4.07380277804101e+09	1.33527083208039e+04,-3.61064283900699e+02
4.16869383470323e+09	1.33516830977634e+04,-3.53543691218919e+02
4.26579518801580e+09	1.33506849709142e+04,-3.46200193071870e+02
4.36515832240153e+09	1.33497121505814e+04,-3.39029760011651e+02
4.46683592150950e+09	1.33487629210600e+04,-3.32028422936693e+02
4.57088189614862e+09	1.33478356384959e+04,-3.25192271870840e+02
4.67735141287185e+09	1.33469287289452e+04,-3.18517454763085e+02
4.78630092322624e+09	1.33460406866078e+04,-3.12000176317839e+02
4.89778819368432e+09	1.33451700722257e+04,-3.05636696866011e+02
5.01187233627258e+09	1.33443155116421e+04,-2.99423331286559e+02
5.12861383991350e+09	1.33434756945106e+04,-2.93356447988414e+02
5.24807460249757e+09	1.33426493731473e+04,-2.87432467961971e+02
5.37031796370237e+09	1.33418353615175e+04,-2.81647863909775e+02
5.49540873857609e+09	1.33410325343448e+04,-2.75999159464482e+02
5.62341325190333e+09	1.33402398263344e+04,-2.70482928503250e+02
5.75439937337140e+09	1.33394562314979e+04,-2.65095794565492e+02
5.88843655355572e+09	1.33386808025672e+04,-2.59834430381832e+02
6.02559586074340e+09	1.33379126504859e+04,-2.54695557519974e+02
6.16595001861464e+09	1.33371509439634e+04,-2.49675946153228e+02
6.30957344480175e+09	1.33363949090775e+04,-2.44772414955990e+02
6.45654229034637e+09	1.33356438289113e+04,-2.39981831129364e+02
6.60693448007577e+09	1.33348970432078e+04,-2.35301110559126e+02
6.76082975391962e+09	1.33341539480274e+04,-2.30727218106176e+02
6.91830970918916e+09	1.33334139953915e+04,-2.26257168029257e+02
7.07945784384117e+09	1.33326766928951e+04,-2.21888024536766e+02
7.24435960074969e+09	1.33319416032733e+04,-2.17616902463933e+02
7.41310241300896e+09	1.33312083439049e+04,-2.13440968069575e+02
7.58577575029162e+09	1.33304765862366e+04,-2.09357439944230e+02
7.76247116628669e+09	1.33297460551136e+04,-2.05363590020875e+02
7.94328234724258e+09	1.33290165280013e+04,-2.01456744676509e+02
8.12830516164075e+09	1.33282878340854e+04,-1.97634285911964e+02
8.31763771102647e+09	1.33275598532379e+04,-1.93893652595031e+02
8.51138038202351e+09	1.33268325148385e+04,-1.90232341751155e+02
8.70963589956055e+09	1.33261057964422e+04,-1.86647909883503e+02
8.91250938133719e+09	1.33253797222875e+04,-1.83137974304573e+02
9.12010839355883e+09	1.33246543616392e+04,-1.79700214458581e+02
9.33254300796963e+09	1.33239298269632e+04,-1.76332373215052e+02
9.54992586021408e+09	1.33232062719348e+04,-1.73032258111982e+02
9.77237220955782e+09	1.33224838892817e+04,-1.69797742527983e+02
1.00000000000000e+10	1.33217629084672e+04,-1.66626766762244e+02
