Freq.	V(vim)/I(V1)
2.75422870333810e+08	1.59291128700960e+04,-3.24829664233355e+03
2.81838293126438e+08	1.58532893667924e+04,-3.22936883976962e+03
2.88403150312654e+08	1.57785418919656e+04,-3.20887063745950e+03
2.95120922666631e+08	1.57049244452074e+04,-3.18686221404232e+03
3.01995172040194e+08	1.56324871370040e+04,-3.16340585293416e+03
3.09029543251351e+08	1.55612761051809e+04,-3.13856563648173e+03
3.16227766016830e+08	1.54913334585297e+04,-3.11240714027384e+03
3.23593656929620e+08	1.54226972468478e+04,-3.08499713017820e+03
3.31131121482583e+08	1.53554014563685e+04,-3.05640326450464e+03
3.38844156139194e+08	1.52894760293431e+04,-3.02669380350544e+03
3.46736850452523e+08	1.52249469063431e+04,-2.99593732821519e+03
3.54813389233567e+08	1.51618360896971e+04,-2.96420247040961e+03
3.63078054770092e+08	1.51001617263505e+04,-2.93155765523185e+03
3.71535229097163e+08	1.50399382083446e+04,-2.89807085779885e+03
3.80189396320552e+08	1.49811762890505e+04,-2.86380937486481e+03
3.89045144994271e+08	1.49238832132615e+04,-2.82883961238710e+03
3.98107170553487e+08	1.48680628592428e+04,-2.79322688961548e+03
4.07380277804103e+08	1.48137158908592e+04,-2.75703526011170e+03
4.16869383470325e+08	1.47608399179428e+04,-2.72032734990502e+03
4.26579518801582e+08	1.47094296631281e+04,-2.68316421280332e+03
4.36515832240155e+08	1.46594771334583e+04,-2.64560520270910e+03
4.46683592150952e+08	1.46109717951634e+04,-2.60770786263713e+03
4.57088189614864e+08	1.45639007501116e+04,-2.56952782999578e+03
4.67735141287186e+08	1.45182489125514e+04,-2.53111875757743e+03
4.78630092322626e+08	1.44739991848767e+04,-2.49253224960459e+03
4.89778819368434e+08	1.44311326312735e+04,-2.45381781209724e+03
5.01187233627260e+08	1.43896286482237e+04,-2.41502281676245e+03
5.12861383991352e+08	1.43494651309707e+04,-2.37619247755849e+03
5.24807460249759e+08	1.43106186351640e+04,-2.33736983905205e+03
5.37031796370239e+08	1.42730645330226e+04,-2.29859577566633e+03
5.49540873857610e+08	1.42367771634637e+04,-2.25990900090985e+03
5.62341325190335e+08	1.42017299757496e+04,-2.22134608567838e+03
5.75439937337142e+08	1.41678956663063e+04,-2.18294148473452e+03
5.88843655355574e+08	1.41352463084545e+04,-2.14472757048996e+03
6.02559586074342e+08	1.41037534748818e+04,-2.10673467324288e+03
6.16595001861466e+08	1.40733883527597e+04,-2.06899112705595e+03
6.30957344480177e+08	1.40441218514761e+04,-2.03152332049823e+03
6.45654229034639e+08	1.40159247030179e+04,-1.99435575151560e+03
6.60693448007579e+08	1.39887675550899e+04,-1.95751108573791e+03
6.76082975391964e+08	1.39626210571037e+04,-1.92101021757714e+03
6.91830970918918e+08	1.39374559392108e+04,-1.88487233351684e+03
7.07945784384120e+08	1.39132430845853e+04,-1.84911497704028e+03
7.24435960074971e+08	1.38899535951926e+04,-1.81375411469103e+03
7.41310241300898e+08	1.38675588512995e+04,-1.77880420280543e+03
7.58577575029164e+08	1.38460305650007e+04,-1.74427825450074e+03
7.76247116628671e+08	1.38253408280468e+04,-1.71018790654568e+03
7.94328234724261e+08	1.38054621542705e+04,-1.67654348578096e+03
8.12830516164078e+08	1.37863675169099e+04,-1.64335407479661e+03
8.31763771102649e+08	1.37680303811304e+04,-1.61062757660927e+03
8.51138038202354e+08	1.37504247320473e+04,-1.57837077811758e+03
8.70963589956058e+08	1.37335250985439e+04,-1.54658941214545e+03
8.91250938133722e+08	1.37173065731793e+04,-1.51528821791322e+03
9.12010839355886e+08	1.37017448284683e+04,-1.48447099980370e+03
9.33254300796966e+08	1.36868161298106e+04,-1.45414068431573e+03
9.54992586021411e+08	1.36724973453350e+04,-1.42429937512017e+03
9.77237220955785e+08	1.36587659529135e+04,-1.39494840615455e+03
9.99999999999973e+08	1.36456000445906e+04,-1.36608839271088e+03
1.02329299228073e+09	1.36329783286596e+04,-1.33771928048804e+03
1.04712854805087e+09	1.36208801296063e+04,-1.30984039259484e+03
1.07151930523758e+09	1.36092853861290e+04,-1.28245047450322e+03
1.09647819614316e+09	1.35981746474307e+04,-1.25554773696221e+03
1.12201845430193e+09	1.35875290679666e+04,-1.22912989689379e+03
1.14815362149685e+09	1.35773304008209e+04,-1.20319421629974e+03
1.17489755493950e+09	1.35675609898722e+04,-1.17773753921657e+03
1.20226443461738e+09	1.35582037608968e+04,-1.15275632676141e+03
1.23026877081235e+09	1.35492422117490e+04,-1.12824669031705e+03
1.25892541179413e+09	1.35406604017458e+04,-1.10420442290836e+03
1.28824955169310e+09	1.35324429403743e+04,-1.08062502882592e+03
1.31825673855637e+09	1.35245749754296e+04,-1.05750375155483e+03
1.34896288259162e+09	1.35170421806831e+04,-1.03483560006903e+03
1.38038426460285e+09	1.35098307431720e+04,-1.01261537355228e+03
1.41253754462272e+09	1.35029273501918e+04,-9.90837684607969e+02
1.44543977074589e+09	1.34963191760677e+04,-9.69496981020019e+02
1.47910838816817e+09	1.34899938687725e+04,-9.48587566127149e+02
1.51356124843617e+09	1.34839395364523e+04,-9.28103617872089e+02
1.54881661891244e+09	1.34781447339152e+04,-9.08039206586689e+02
1.58489319246107e+09	1.34725984491319e+04,-8.88388311572657e+02
1.62181009735889e+09	1.34672900897923e+04,-8.69144836536624e+02
1.65958690743751e+09	1.34622094699580e+04,-8.50302623936441e+02
1.69824365246170e+09	1.34573467968436e+04,-8.31855468294415e+02
1.73780082874933e+09	1.34526926577582e+04,-8.13797128531131e+02
1.77827941003887e+09	1.34482380072335e+04,-7.96121339371987e+02
1.81970085860993e+09	1.34439741543610e+04,-7.78821821876596e+02
1.86208713666282e+09	1.34398927503578e+04,-7.61892293139277e+02
1.90546071796319e+09	1.34359857763789e+04,-7.45326475207060e+02
1.94984459975799e+09	1.34322455315888e+04,-7.29118103259576e+02
1.99526231496882e+09	1.34286646215054e+04,-7.13260933093462e+02
2.04173794466947e+09	1.34252359466246e+04,-6.97748747951695e+02
2.08929613085398e+09	1.34219526913339e+04,-6.82575364736853e+02
2.13796208950217e+09	1.34188083131215e+04,-6.67734639644960e+02
2.18776162394949e+09	1.34157965320838e+04,-6.53220473255156e+02
2.23872113856828e+09	1.34129113207351e+04,-6.39026815108577e+02
2.29086765276771e+09	1.34101468941222e+04,-6.25147667808032e+02
2.34422881531986e+09	1.34074977002424e+04,-6.11577090668498e+02
2.39883291901942e+09	1.34049584107668e+04,-5.98309202947108e+02
2.45470891568496e+09	1.34025239120665e+04,-5.85338186679354e+02
2.51188643150951e+09	1.34001892965408e+04,-5.72658289147178e+02
2.57039578276879e+09	1.33979498542446e+04,-5.60263825003112e+02
2.63026799189531e+09	1.33958010648120e+04,-5.48149178073344e+02
2.69153480392684e+09	1.33937385896739e+04,-5.36308802861285e+02
2.75422870333809e+09	1.33917582645645e+04,-5.24737225772215e+02
2.81838293126437e+09	1.33898560923143e+04,-5.13429046078367e+02
2.88403150312652e+09	1.33880282359246e+04,-5.02378936642858e+02
2.95120922666630e+09	1.33862710119201e+04,-4.91581644419900e+02
3.01995172040193e+09	1.33845808839740e+04,-4.81031990747841e+02
3.09029543251350e+09	1.33829544568028e+04,-4.70724871450852e+02
3.16227766016829e+09	1.33813884703256e+04,-4.60655256764246e+02
3.23593656929619e+09	1.33798797940829e+04,-4.50818191097785e+02
3.31131121482582e+09	1.33784254219117e+04,-4.41208792650707e+02
3.38844156139193e+09	1.33770224668712e+04,-4.31822252891689e+02
3.46736850452522e+09	1.33756681564163e+04,-4.22653835916429e+02
3.54813389233565e+09	1.33743598278124e+04,-4.13698877695179e+02
3.63078054770091e+09	1.33730949237890e+04,-4.04952785222105e+02
3.71535229097162e+09	1.33718709884270e+04,-3.96411035577960e+02
3.80189396320550e+09	1.33706856632753e+04,-3.88069174917700e+02
3.89045144994269e+09	1.33695366836923e+04,-3.79922817393770e+02
3.98107170553486e+09	1.33684218754081e+04,-3.71967644026232e+02
4.07380277804101e+09	1.33673391513027e+04,-3.64199401530393e+02
4.16869383470323e+09	1.33662865083953e+04,-3.56613901112687e+02
4.26579518801580e+09	1.33652620250407e+04,-3.49207017245244e+02
4.36515832240153e+09	1.33642638583263e+04,-3.41974686429748e+02
4.46683592150950e+09	1.33632902416659e+04,-3.34912905960987e+02
4.57088189614862e+09	1.33623394825839e+04,-3.28017732700427e+02
4.67735141287185e+09	1.33614099606834e+04,-3.21285281870271e+02
4.78630092322624e+09	1.33605001257932e+04,-3.14711725877980e+02
4.89778819368432e+09	1.33596084962852e+04,-3.08293293181669e+02
5.01187233627258e+09	1.33587336575559e+04,-3.02026267206151e+02
5.12861383991350e+09	1.33578742606634e+04,-2.95906985319622e+02
5.24807460249757e+09	1.33570290211110e+04,-2.89931837880311e+02
5.37031796370237e+09	1.33561967177688e+04,-2.84097267362816e+02
5.49540873857609e+09	1.33553761919226e+04,-2.78399767572287e+02
5.62341325190333e+09	1.33545663464392e+04,-2.72835882955732e+02
5.75439937337140e+09	1.33537661450370e+04,-2.67402208017437e+02
5.88843655355572e+09	1.33529746116493e+04,-2.62095386846430e+02
6.02559586074340e+09	1.33521908298664e+04,-2.56912112761759e+02
6.16595001861464e+09	1.33514139424446e+04,-2.51849128081397e+02
6.30957344480175e+09	1.33506431508647e+04,-2.46903224019119e+02
6.45654229034637e+09	1.33498777149282e+04,-2.42071240712565e+02
6.60693448007577e+09	1.33491169523719e+04,-2.37350067384720e+02
6.76082975391962e+09	1.33483602384879e+04,-2.32736642638986e+02
6.91830970918916e+09	1.33476070057306e+04,-2.28227954887592e+02
7.07945784384117e+09	1.33468567432942e+04,-2.23821042910171e+02
7.24435960074969e+09	1.33461089966454e+04,-2.19512996538741e+02
7.41310241300896e+09	1.33453633669932e+04,-2.15300957463248e+02
7.58577575029162e+09	1.33446195106805e+04,-2.11182120149406e+02
7.76247116628669e+09	1.33438771384823e+04,-2.07153732859959e+02
7.94328234724258e+09	1.33431360147952e+04,-2.03213098767550e+02
8.12830516164075e+09	1.33423959567055e+04,-1.99357577146434e+02
8.31763771102647e+09	1.33416568329225e+04,-1.95584584628007e+02
8.51138038202351e+09	1.33409185625673e+04,-1.91891596504242e+02
8.70963589956055e+09	1.33401811138082e+04,-1.88276148060699e+02
8.91250938133719e+09	1.33394445023343e+04,-1.84735835921098e+02
9.12010839355883e+09	1.33387087896645e+04,-1.81268319382506e+02
9.33254300796963e+09	1.33379740812880e+04,-1.77871321721410e+02
9.54992586021408e+09	1.33372405246366e+04,-1.74542631448814e+02
9.77237220955782e+09	1.33365083068918e+04,-1.71280103493634e+02
1.00000000000000e+10	1.33357776526308e+04,-1.68081660292986e+02
